date,clone_count
2024-04-18,1
2024-04-19,1
2024-04-20,1
2024-04-21,1
2024-04-22,1
2024-04-23,1
2024-04-24,1
2024-04-25,1
2024-04-26,1
2024-04-27,1
2024-04-28,1
2024-04-29,1
2024-04-30,2
2024-05-01,3
2024-05-01,4
2024-05-02,4
2024-05-03,4
2024-05-04,4
2024-05-05,4
2024-05-06,4
2024-05-07,4
2024-05-08,4
2024-05-09,4
2024-05-10,4
2024-05-11,4
2024-05-12,4
2024-05-13,5
