tableusage
20
0
0
20
20
3
0
17
20
20
1
8
0
0
0
1
20
5
0
20
8
0
11
0
20
0
7
0
0
0
20
0
14
19
20
4
0
0
20
0
0
0
20
20
0
0
3
0
9
20
0
0
20
20
6
5
0
0
0
20
6
20
0
0
20
2
20
20
0
0
14
17
4
1
20
20
0
20
20
7
20
20
0
0
0
1
20
10
15
9
7
11
0
0
0
0
0
0
0
9
20
1
4
20
20
12
6
20
10
20
4
2
0
0
0
0
18
0
6
3
20
14
2
0
20
0
17
0
0
0
18
1
0
0
20
4
10
0
19
8
0
0
20
8
0
13
2
0
3
16
0
0
20
10
20
0
20
0
0
20
20
20
0
20
20
10
20
3
0
0
9
18
10
7
16
20
1
20
20
6
12
20
16
6
0
0
20
0
20
20
0
3
10
0
0
0
0
0
0
20
20
0
11
20
20
0
2
20
20
20
4
0
0
0
0
0
20
0
0
20
1
0
2
0
20
0
0
0
0
0
20
0
10
6
20
20
0
6
20
7
0
0
20
14
0
0
9
0
7
5
0
0
20
20
20
2
2
0
0
20
0
20
5
20
20
20
20
20
0
0
0
14
8
1
20
20
4
0
19
13
20
0
8
0
0
0
12
8
6
20
0
12
0
0
0
0
0
0
0
2
20
10
20
20
20
10
1
6
19
20
5
0
1
0
0
0
20
0
7
13
1
9
0
0
20
0
20
0
0
11
20
0
0
0
20
0
10
0
20
7
0
0
20
0
0
12
1
0
5
0
0
0
19
20
20
11
0
0
0
20
0
20
0
20
20
20
20
6
0
0
20
13
10
0
20
20
6
6
20
20
20
0
20
0
0
0
20
0
6
20
0
12
0
0
0
2
0
0
0
20
20
3
5
20
20
10
0
19
20
0
0
0
0
0
0
0
12
0
0
8
2
20
8
0
20
0
9
0
0
0
20
0
3
8
20
20
0
0
20
5
0
0
20
15
0
9
0
0
5
14
0
0
20
1
20
0
20
0
0
0
20
20
0
20
20
2
20
18
0
0
11
12
12
0
20
20
0
1
20
7
14
20
18
0
0
0
20
3
20
20
0
8
0
0
0
0
0
0
0
5
20
0
9
0
20
0
0
17
16
20
19
4
0
0
0
0
20
0
18
12
2
1
6
0
20
12
12
0
0
0
20
0
0
6
20
20
0
0
20
10
0
0
20
14
0
3
12
4
2
20
7
0
20
20
15
10
0
0
2
14
20
20
10
0
20
20
20
20
0
0
9
1
10
0
20
20
0
5
20
16
20
20
17
0
0
0
6
20
14
12
20
15
0
0
0
0
0
0
0
4
20
0
9
20
20
9
0
20
12
20
19
4
0
0
0
14
20
1
0
2
5
9
8
0
20
0
20
0
0
0
20
0
0
8
20
17
0
0
20
8
0
0
20
9
0
13
20
0
1
5
8
0
20
0
20
0
11
0
0
20
0
20
8
17
20
19
20
20
0
0
1
4
8
4
8
20
0
20
20
0
9
20
0
0
20
0
15
7
0
20
3
0
4
0
0
0
0
0
0
14
20
0
9
20
20
0
0
12
20
20
9
7
0
0
0
1
20
11
20
7
2
8
3
7
20
0
0
0
0
13
20
0
2
0
20
20
0
0
20
14
0
0
20
13
0
7
11
0
0
20
0
0
20
20
20
0
5
0
0
20
6
20
0
15
20
6
20
20
0
0
20
9
5
0
20
20
0
20
20
1
18
0
4
0
0
1
9
20
9
13
14
7
0
0
0
0
0
0
0
3
20
0
1
20
20
4
0
20
6
20
1
2
0
0
0
0
20
0
20
1
7
13
7
0
20
0
12
0
0
6
20
0
6
0
20
20
1
7
20
0
0
0
20
7
9
11
20
0
19
10
0
0
20
20
13
0
16
0
2
20
20
20
0
0
20
0
20
20
0
0
0
20
14
0
20
20
0
0
20
1
14
20
0
1
0
0
20
0
18
15
5
9
0
4
0
0
0
0
0
20
20
0
9
15
20
0
0
8
5
0
1
4
9
0
0
0
13
8
20
1
9
9
17
12
20
0
0
0
0
0
20
5
0
7
20
20
0
0
20
5
0
0
20
2
0
1
0
5
0
9
8
0
17
20
20
0
0
0
6
20
15
20
0
0
20
0
20
20
0
0
0
20
1
0
20
20
0
20
6
0
20
0
6
0
2
0
20
14
20
13
6
8
0
0
0
2
0
0
0
7
