Line,Month,Scheduled,Excess,TOTAL,Opened,Length,Type,Stations
Metropolitan,8,42.07,7.6,49.66,1863,66.7,SS,34
Metropolitan,9,42.07,7.9,49.96,1863,66.7,SS,34
Metropolitan,10,42.07,6.67,48.74,1863,66.7,SS,34
Metropolitan,11,42.07,6.86,48.92,1863,66.7,SS,34
Metropolitan,12,42.07,8.51,50.57,1863,66.7,SS,34
Metropolitan,13,42.07,6.99,49.06,1863,66.7,SS,34
Metropolitan,14,42.07,6.36,48.43,1863,66.7,SS,34
Metropolitan,15,42.07,7.53,49.59,1863,66.7,SS,34
Metropolitan,16,41.99,7.42,49.41,1863,66.7,SS,34
Metropolitan,17,41.99,7.35,49.34,1863,66.7,SS,34
Metropolitan,18,41.99,7.9,49.89,1863,66.7,SS,34
Metropolitan,19,41.99,5.43,47.42,1863,66.7,SS,34
Metropolitan,20,43.17,6.79,49.96,1863,66.7,SS,34
Metropolitan,21,43.17,9.76,52.93,1863,66.7,SS,34
Metropolitan,22,43.17,8.83,52,1863,66.7,SS,34
Metropolitan,23,43.11,8.5,51.61,1863,66.7,SS,34
Metropolitan,24,43.1,7.17,50.27,1863,66.7,SS,34
Metropolitan,25,43.1,9.06,52.16,1863,66.7,SS,34
Metropolitan,26,43.1,8,51.1,1863,66.7,SS,34
Metropolitan,27,43.13,8.65,51.78,1863,66.7,SS,34
Metropolitan,28,43.13,8.75,51.88,1863,66.7,SS,34
Metropolitan,29,42.02,7.56,49.58,1863,66.7,SS,34
Metropolitan,30,42.02,17.6,59.62,1863,66.7,SS,34
Metropolitan,31,42.02,7.94,49.96,1863,66.7,SS,34
Metropolitan,32,42.02,7,49.02,1863,66.7,SS,34
Metropolitan,33,42.02,9.19,51.21,1863,66.7,SS,34
Metropolitan,34,42.08,8.22,50.3,1863,66.7,SS,34
Metropolitan,35,42.08,9.79,51.87,1863,66.7,SS,34
Metropolitan,36,42.02,7.16,49.19,1863,66.7,SS,34
Metropolitan,37,42.66,9.36,52.02,1863,66.7,SS,34
Metropolitan,38,42.66,9.82,52.48,1863,66.7,SS,34
Metropolitan,39,42.66,9.29,51.95,1863,66.7,SS,34
Metropolitan,40,42.7,10.84,53.54,1863,66.7,SS,34
Metropolitan,41,42.7,12.3,54.99,1863,66.7,SS,34
Metropolitan,42,42.7,8.53,51.23,1863,66.7,SS,34
Metropolitan,43,42.62,11.9,54.51,1863,66.7,SS,34
Metropolitan,44,42.62,10.78,53.4,1863,66.7,SS,34
Metropolitan,45,42.62,10.89,53.51,1863,66.7,SS,34
Metropolitan,46,42.62,8.44,51.06,1863,66.7,SS,34
Metropolitan,47,42.62,9.12,51.74,1863,66.7,SS,34
Metropolitan,48,42.62,9.77,52.38,1863,66.7,SS,34
Metropolitan,49,42.62,7.18,49.8,1863,66.7,SS,34
Metropolitan,50,42.62,9.96,52.58,1863,66.7,SS,34
Metropolitan,51,42.62,10.04,52.66,1863,66.7,SS,34
Metropolitan,52,42.62,9.13,51.75,1863,66.7,SS,34
Metropolitan,53,42.66,8.09,50.74,1863,66.7,SS,34
Metropolitan,54,42.66,7.77,50.43,1863,66.7,SS,34
Metropolitan,55,42.66,8.02,50.68,1863,66.7,SS,34
Metropolitan,56,42.66,8.39,51.05,1863,66.7,SS,34
Metropolitan,57,42.66,8.04,50.7,1863,66.7,SS,34
Metropolitan,58,42.66,9.49,52.14,1863,66.7,SS,34
Metropolitan,59,42.66,8.55,51.21,1863,66.7,SS,34
Metropolitan,60,42.66,9.51,52.17,1863,66.7,SS,34
Metropolitan,61,42.66,10.15,52.8,1863,66.7,SS,34
Metropolitan,62,42.66,8.01,50.67,1863,66.7,SS,34
Metropolitan,63,42.66,11.64,54.3,1863,66.7,SS,34
Metropolitan,64,42.66,8.22,50.88,1863,66.7,SS,34
Metropolitan,65,42.66,10.56,53.22,1863,66.7,SS,34
Metropolitan,66,42.76,7.69,50.45,1863,66.7,SS,34
Metropolitan,67,42.76,8.3,51.06,1863,66.7,SS,34
Metropolitan,68,42.76,9.98,52.74,1863,66.7,SS,34
Metropolitan,69,42.76,8.01,50.77,1863,66.7,SS,34
Metropolitan,70,42.76,8.15,50.92,1863,66.7,SS,34
Metropolitan,71,42.76,6.97,49.73,1863,66.7,SS,34
Metropolitan,72,42.76,8.11,50.87,1863,66.7,SS,34
Metropolitan,73,42.76,9.72,52.49,1863,66.7,SS,34
Metropolitan,74,42.76,9.74,52.5,1863,66.7,SS,34
Metropolitan,75,42.76,7.91,50.67,1863,66.7,SS,34
Metropolitan,76,42.76,10.31,53.07,1863,66.7,SS,34
Metropolitan,77,42.76,11.97,54.73,1863,66.7,SS,34
Metropolitan,78,42.76,8.47,51.23,1863,66.7,SS,34
Metropolitan,79,42.76,9.43,52.19,1863,66.7,SS,34
Metropolitan,80,42.76,7.48,50.24,1863,66.7,SS,34
Metropolitan,81,42.76,10.28,53.05,1863,66.7,SS,34
Metropolitan,82,42.76,6.76,49.53,1863,66.7,SS,34
Metropolitan,83,42.76,7.07,49.83,1863,66.7,SS,34
Metropolitan,84,42.76,7.55,50.31,1863,66.7,SS,34
Metropolitan,85,42.76,8.31,51.07,1863,66.7,SS,34
Metropolitan,86,42.88,9.78,52.66,1863,66.7,SS,34
Metropolitan,87,42.88,10.83,53.71,1863,66.7,SS,34
Metropolitan,88,43.29,6.33,49.61,1863,66.7,SS,34
Metropolitan,89,43.29,8.36,51.65,1863,66.7,SS,34
Metropolitan,90,43.29,7.73,51.01,1863,66.7,SS,34
Metropolitan,91,43.29,6.73,50.02,1863,66.7,SS,34
Metropolitan,92,43.29,6.36,49.65,1863,66.7,SS,34
Metropolitan,93,43.29,6.22,49.5,1863,66.7,SS,34
Metropolitan,94,43.29,7.4,50.69,1863,66.7,SS,34
Metropolitan,95,43.29,7.79,51.08,1863,66.7,SS,34
Metropolitan,96,43.29,6.42,49.7,1863,66.7,SS,34
Metropolitan,97,43.29,7.29,50.58,1863,66.7,SS,34
Metropolitan,98,43.29,8.3,51.58,1863,66.7,SS,34
Metropolitan,99,43.36,9.29,52.66,1863,66.7,SS,34
Metropolitan,100,43.36,9.26,52.63,1863,66.7,SS,34
Metropolitan,101,43.07,7.89,50.96,1863,66.7,SS,34
Metropolitan,102,43.07,8.42,51.49,1863,66.7,SS,34
Metropolitan,103,43.07,7.61,50.68,1863,66.7,SS,34
Metropolitan,104,43.07,6.91,49.97,1863,66.7,SS,34
Metropolitan,105,43.07,6.77,49.83,1863,66.7,SS,34
Northern,1,29.09,4.98,34.08,1890,58,DT,50
Northern,2,29.09,5.44,34.53,1890,58,DT,50
Northern,3,29.09,5.32,34.41,1890,58,DT,50
Northern,4,29.09,5.74,34.83,1890,58,DT,50
Northern,5,29.09,4.93,34.02,1890,58,DT,50
Northern,6,29.09,5.12,34.21,1890,58,DT,50
Northern,7,29.09,5.93,35.02,1890,58,DT,50
Northern,8,29.09,22.25,51.34,1890,58,DT,50
Northern,9,29.09,6.05,35.14,1890,58,DT,50
Northern,10,29.09,5.99,35.08,1890,58,DT,50
Northern,11,29.57,4.98,34.55,1890,58,DT,50
Northern,12,29.57,5.15,34.72,1890,58,DT,50
Northern,13,29.09,6.29,35.38,1890,58,DT,50
Northern,14,29.09,5.42,34.51,1890,58,DT,50
Northern,15,29.09,6.43,35.52,1890,58,DT,50
Northern,16,29.09,5.45,34.54,1890,58,DT,50
Northern,17,29.09,7.79,36.88,1890,58,DT,50
Northern,18,29.09,6.74,35.83,1890,58,DT,50
Northern,19,29.09,6.19,35.28,1890,58,DT,50
Northern,20,29.11,6.28,35.38,1890,58,DT,50
Northern,21,29.11,6.6,35.71,1890,58,DT,50
Northern,22,29.11,6.62,35.72,1890,58,DT,50
Northern,23,29.11,5.8,34.91,1890,58,DT,50
Northern,24,29.11,6.06,35.17,1890,58,DT,50
Northern,25,29.11,7.6,36.71,1890,58,DT,50
Northern,26,29.11,6.5,35.6,1890,58,DT,50
Northern,27,29.09,5.87,34.96,1890,58,DT,50
Northern,28,29.09,5.79,34.88,1890,58,DT,50
Northern,29,29.09,4.51,33.6,1890,58,DT,50
Northern,30,29.09,8.25,37.35,1890,58,DT,50
Northern,31,29.09,4.75,33.85,1890,58,DT,50
Northern,32,29.09,5.2,34.29,1890,58,DT,50
Northern,33,29.09,11.63,40.73,1890,58,DT,50
Northern,34,29.09,6.93,36.03,1890,58,DT,50
Northern,35,29.09,7.51,36.6,1890,58,DT,50
Northern,36,29.09,5.93,35.02,1890,58,DT,50
Northern,37,29.09,7.57,36.66,1890,58,DT,50
Northern,38,29.09,6.79,35.89,1890,58,DT,50
Northern,39,29.09,5.8,34.9,1890,58,DT,50
Northern,40,29.11,7.05,36.15,1890,58,DT,50
Northern,41,29.11,7.53,36.64,1890,58,DT,50
Northern,42,29.11,7.18,36.28,1890,58,DT,50
Northern,43,29.11,7.32,36.43,1890,58,DT,50
Northern,44,29.11,6.34,35.45,1890,58,DT,50
Northern,45,29.11,6.27,35.38,1890,58,DT,50
Northern,46,29.11,5.88,34.98,1890,58,DT,50
Northern,47,28.92,7.21,36.12,1890,58,DT,50
Northern,48,28.92,8.41,37.33,1890,58,DT,50
Northern,49,28.92,6.11,35.03,1890,58,DT,50
Northern,50,28.92,7.74,36.66,1890,58,DT,50
Northern,51,28.92,7.53,36.44,1890,58,DT,50
Northern,52,28.92,6.92,35.84,1890,58,DT,50
Northern,53,28.88,6.44,35.32,1890,58,DT,50
Northern,54,28.88,6.09,34.97,1890,58,DT,50
Northern,55,28.88,7,35.88,1890,58,DT,50
Northern,56,28.72,6.66,35.38,1890,58,DT,50
Northern,57,28.72,5.74,34.46,1890,58,DT,50
Northern,58,28.72,5.87,34.59,1890,58,DT,50
Northern,59,28.72,6.04,34.76,1890,58,DT,50
Northern,60,28.72,6.96,35.67,1890,58,DT,50
Northern,61,28.72,6.53,35.25,1890,58,DT,50
Northern,62,28.72,4.83,33.55,1890,58,DT,50
Northern,63,28.72,6.31,35.03,1890,58,DT,50
Northern,64,29.78,4.93,34.71,1890,58,DT,50
Northern,65,29.78,3.79,33.58,1890,58,DT,50
Northern,66,29.86,4.21,34.07,1890,58,DT,50
Northern,67,29.86,4,33.86,1890,58,DT,50
Northern,68,29.86,3.94,33.8,1890,58,DT,50
Northern,69,29.86,3.53,33.39,1890,58,DT,50
Northern,70,29.86,3.94,33.8,1890,58,DT,50
Northern,71,29.86,3.39,33.25,1890,58,DT,50
Northern,72,29.86,4.49,34.35,1890,58,DT,50
Northern,73,29.86,5.18,35.04,1890,58,DT,50
Northern,74,29.86,4.97,34.83,1890,58,DT,50
Northern,75,29.86,3.28,33.14,1890,58,DT,50
Northern,76,29.86,3.93,33.79,1890,58,DT,50
Northern,77,29.86,5.41,35.27,1890,58,DT,50
Northern,78,29.86,4.12,33.98,1890,58,DT,50
Northern,79,29.86,3.94,33.8,1890,58,DT,50
Northern,80,29.86,3.91,33.77,1890,58,DT,50
Northern,81,29.86,4.47,34.33,1890,58,DT,50
Northern,82,29.86,4.16,34.03,1890,58,DT,50
Northern,83,29.86,3.85,33.71,1890,58,DT,50
Northern,84,29.86,4.45,34.31,1890,58,DT,50
Northern,85,29.86,4.95,34.82,1890,58,DT,50
Northern,86,29.86,4.77,34.63,1890,58,DT,50
Northern,87,29.86,4.96,34.82,1890,58,DT,50
Northern,88,29.86,3.5,33.36,1890,58,DT,50
Northern,89,29.86,4.86,34.72,1890,58,DT,50
Northern,90,29.86,4.9,34.76,1890,58,DT,50
Northern,91,29.86,4.07,33.93,1890,58,DT,50
Northern,92,29.86,3.74,33.6,1890,58,DT,50
Northern,93,29.86,4.59,34.45,1890,58,DT,50
Northern,94,29.86,4.22,34.08,1890,58,DT,50
Northern,95,29.86,4.59,34.45,1890,58,DT,50
Northern,96,29.86,4.22,34.09,1890,58,DT,50
Northern,97,29.86,4.04,33.9,1890,58,DT,50
Northern,98,29.86,5,34.86,1890,58,DT,50
Northern,99,29.86,5.23,35.09,1890,58,DT,50
Northern,100,29.86,5.49,35.35,1890,58,DT,50
Northern,101,29.86,3.73,33.59,1890,58,DT,50
Northern,102,29.86,4.21,34.07,1890,58,DT,50
Northern,103,29.86,4.51,34.37,1890,58,DT,50
Northern,104,29.86,4.26,34.13,1890,58,DT,50
Northern,105,32.06,4.11,36.16,1890,58,DT,50
Piccadilly,1,31.2,4.97,36.16,1906,71,DT,53
Piccadilly,2,31.2,4.96,36.16,1906,71,DT,53
Piccadilly,3,31.2,5.55,36.75,1906,71,DT,53
Piccadilly,4,31.2,4.94,36.14,1906,71,DT,53
Piccadilly,5,31.2,5.81,37.01,1906,71,DT,53
Piccadilly,6,31.2,5.05,36.25,1906,71,DT,53
Piccadilly,7,31.2,5,36.2,1906,71,DT,53
Piccadilly,8,31.2,5.68,36.87,1906,71,DT,53
Piccadilly,9,31.2,4.51,35.71,1906,71,DT,53
Piccadilly,10,31.2,5.43,36.63,1906,71,DT,53
Piccadilly,11,31.2,6.33,37.53,1906,71,DT,53
Piccadilly,12,31.2,6.17,37.36,1906,71,DT,53
Piccadilly,13,31.2,7.18,38.38,1906,71,DT,53
Piccadilly,14,31.2,5.16,36.35,1906,71,DT,53
Piccadilly,15,31.2,4.24,35.43,1906,71,DT,53
Piccadilly,16,31.2,4.92,36.12,1906,71,DT,53
Piccadilly,17,31.2,6.24,37.43,1906,71,DT,53
Piccadilly,18,31.2,5.52,36.71,1906,71,DT,53
Piccadilly,19,31.2,4.21,35.41,1906,71,DT,53
Piccadilly,20,31.2,4.94,36.14,1906,71,DT,53
Piccadilly,21,31.2,6.17,37.36,1906,71,DT,53
Piccadilly,22,31.2,6.35,37.55,1906,71,DT,53
Piccadilly,23,31.2,5.92,37.12,1906,71,DT,53
Piccadilly,24,31.29,5.35,36.65,1906,71,DT,53
Piccadilly,25,31.29,5.43,36.72,1906,71,DT,53
Piccadilly,26,31.29,5.35,36.64,1906,71,DT,53
Piccadilly,27,31.29,4.69,35.99,1906,71,DT,53
Piccadilly,28,31.29,4.99,36.28,1906,71,DT,53
Piccadilly,29,31.29,4.75,36.04,1906,71,DT,53
Piccadilly,30,31.29,19.71,51.01,1906,71,DT,53
Piccadilly,31,31.29,12.07,43.36,1906,71,DT,53
Piccadilly,32,31.29,5.38,36.68,1906,71,DT,53
Piccadilly,33,31.29,6.17,37.47,1906,71,DT,53
Piccadilly,34,31.29,7.24,38.53,1906,71,DT,53
Piccadilly,35,31.29,5.65,36.94,1906,71,DT,53
Piccadilly,36,31.29,5.51,36.81,1906,71,DT,53
Piccadilly,37,31.3,6.88,38.18,1906,71,DT,53
Piccadilly,38,31.3,6.24,37.54,1906,71,DT,53
Piccadilly,39,31.3,6.21,37.5,1906,71,DT,53
Piccadilly,40,31.3,5.93,37.23,1906,71,DT,53
Piccadilly,41,31.3,6.3,37.6,1906,71,DT,53
Piccadilly,42,31.3,7.47,38.77,1906,71,DT,53
Piccadilly,43,31.3,6.89,38.19,1906,71,DT,53
Piccadilly,44,31.3,6.58,37.87,1906,71,DT,53
Piccadilly,45,31.3,6.02,37.32,1906,71,DT,53
Piccadilly,46,31.31,6.96,38.27,1906,71,DT,53
Piccadilly,47,31.31,6.96,38.27,1906,71,DT,53
Piccadilly,48,31.31,8.17,39.47,1906,71,DT,53
Piccadilly,49,31.31,6.1,37.41,1906,71,DT,53
Piccadilly,50,31.31,6.95,38.26,1906,71,DT,53
Piccadilly,51,31.31,7.71,39.02,1906,71,DT,53
Piccadilly,52,31.31,6.58,37.88,1906,71,DT,53
Piccadilly,53,31.37,6.77,38.14,1906,71,DT,53
Piccadilly,54,31.37,6.19,37.56,1906,71,DT,53
Piccadilly,55,31.37,6.08,37.44,1906,71,DT,53
Piccadilly,56,31.37,6.84,38.21,1906,71,DT,53
Piccadilly,57,31.37,6.17,37.53,1906,71,DT,53
Piccadilly,58,31.37,6.99,38.36,1906,71,DT,53
Piccadilly,59,31.37,6.88,38.25,1906,71,DT,53
Piccadilly,60,31.37,7.37,38.74,1906,71,DT,53
Piccadilly,61,31.37,8.68,40.04,1906,71,DT,53
Piccadilly,62,31.37,6.35,37.71,1906,71,DT,53
Piccadilly,63,31.24,6.59,37.83,1906,71,DT,53
Piccadilly,64,31.24,7.47,38.71,1906,71,DT,53
Piccadilly,65,31.24,7.07,38.32,1906,71,DT,53
Piccadilly,66,31.43,5.03,36.46,1906,71,DT,53
Piccadilly,67,31.43,5.25,36.68,1906,71,DT,53
Piccadilly,68,31.43,5.29,36.72,1906,71,DT,53
Piccadilly,69,31.43,5.89,37.32,1906,71,DT,53
Piccadilly,70,31.43,5.78,37.21,1906,71,DT,53
Piccadilly,71,31.43,5.07,36.5,1906,71,DT,53
Piccadilly,72,31.43,5.61,37.04,1906,71,DT,53
Piccadilly,73,32.19,5.72,37.91,1906,71,DT,53
Piccadilly,74,32.19,5.73,37.92,1906,71,DT,53
Piccadilly,75,32.19,4.78,36.97,1906,71,DT,53
Piccadilly,76,32.19,4.67,36.86,1906,71,DT,53
Piccadilly,77,32.19,6.07,38.26,1906,71,DT,53
Piccadilly,78,32.19,5.04,37.23,1906,71,DT,53
Piccadilly,79,32.19,4.55,36.73,1906,71,DT,53
Piccadilly,80,32.19,4.7,36.89,1906,71,DT,53
Piccadilly,81,32.14,7.24,39.38,1906,71,DT,53
Piccadilly,82,32.14,6.3,38.43,1906,71,DT,53
Piccadilly,83,32.14,4.7,36.84,1906,71,DT,53
Piccadilly,84,32.14,4.2,36.34,1906,71,DT,53
Piccadilly,85,32.14,4.86,37,1906,71,DT,53
Piccadilly,86,32.14,5.64,37.77,1906,71,DT,53
Piccadilly,87,32.14,5.92,38.06,1906,71,DT,53
Piccadilly,88,32.16,5.15,37.3,1906,71,DT,53
Piccadilly,89,32.16,4.81,36.97,1906,71,DT,53
Piccadilly,90,32.16,4.74,36.9,1906,71,DT,53
Piccadilly,91,32.16,5.18,37.34,1906,71,DT,53
Piccadilly,92,32.16,4.35,36.5,1906,71,DT,53
Piccadilly,93,32.16,5.41,37.56,1906,71,DT,53
Piccadilly,94,32.16,4.69,36.84,1906,71,DT,53
Piccadilly,95,32.16,4.57,36.73,1906,71,DT,53
Piccadilly,96,32.16,4.03,36.18,1906,71,DT,53
Piccadilly,97,32.16,4.77,36.92,1906,71,DT,53
Piccadilly,98,32.16,6.48,38.64,1906,71,DT,53
Piccadilly,99,32.16,7.76,39.92,1906,71,DT,53
Piccadilly,100,32.16,6.34,38.5,1906,71,DT,53
Piccadilly,101,32.16,5.35,37.51,1906,71,DT,53
Piccadilly,102,32.16,3.86,36.02,1906,71,DT,53
Piccadilly,103,32.16,4.97,37.13,1906,71,DT,53
Piccadilly,104,32.16,4.26,36.42,1906,71,DT,53
Piccadilly,105,32.16,4.22,36.38,1906,71,DT,53
Victoria,1,23.91,6.13,30.04,1968,21,DT,16
Victoria,2,23.91,5.77,29.68,1968,21,DT,16
Victoria,3,23.91,5.9,29.81,1968,21,DT,16
Victoria,4,23.91,5.49,29.4,1968,21,DT,16
Victoria,5,23.91,6.89,30.81,1968,21,DT,16
Victoria,6,23.91,6.15,30.06,1968,21,DT,16
Victoria,7,23.91,6.24,30.16,1968,21,DT,16
Victoria,8,23.91,6.72,30.63,1968,21,DT,16
Victoria,9,23.91,6.23,30.14,1968,21,DT,16
Victoria,10,23.91,8.45,32.36,1968,21,DT,16
Victoria,11,23.91,5.09,29,1968,21,DT,16
Victoria,12,23.91,5.72,29.63,1968,21,DT,16
Victoria,13,23.91,7.54,31.45,1968,21,DT,16
Victoria,14,23.91,5.23,29.14,1968,21,DT,16
Victoria,15,23.91,4.66,28.57,1968,21,DT,16
Victoria,16,23.91,5.68,29.59,1968,21,DT,16
Victoria,17,23.91,5.64,29.55,1968,21,DT,16
Victoria,18,23.72,5.48,29.2,1968,21,DT,16
Victoria,19,23.72,4.72,28.44,1968,21,DT,16
Victoria,20,23.72,5.68,29.4,1968,21,DT,16
Victoria,21,23.72,6.22,29.94,1968,21,DT,16
Victoria,22,24.25,6.54,30.78,1968,21,DT,16
Victoria,23,24.25,4.89,29.14,1968,21,DT,16
Victoria,24,24.25,5.18,29.43,1968,21,DT,16
Victoria,25,24.25,5.61,29.86,1968,21,DT,16
Victoria,26,24.25,5.21,29.45,1968,21,DT,16
Victoria,27,24.26,5.28,29.54,1968,21,DT,16
Victoria,28,24.26,4.68,28.93,1968,21,DT,16
Victoria,29,24.26,4.63,28.89,1968,21,DT,16
Victoria,30,24.26,7.37,31.63,1968,21,DT,16
Victoria,31,24.26,5.19,29.45,1968,21,DT,16
Victoria,32,24.26,4.9,29.16,1968,21,DT,16
Victoria,33,24.26,4.28,28.53,1968,21,DT,16
Victoria,34,24.26,4.98,29.24,1968,21,DT,16
Victoria,35,24.26,6.04,30.3,1968,21,DT,16
Victoria,36,24.26,4.75,29.01,1968,21,DT,16
Victoria,37,23.72,6.1,29.82,1968,21,DT,16
Victoria,38,23.72,4.92,28.64,1968,21,DT,16
Victoria,39,23.72,5.45,29.18,1968,21,DT,16
Victoria,40,23.74,7.18,30.92,1968,21,DT,16
Victoria,41,23.74,6.39,30.13,1968,21,DT,16
Victoria,42,23.74,4.95,28.69,1968,21,DT,16
Victoria,43,23.74,8.02,31.76,1968,21,DT,16
Victoria,44,23.74,6.5,30.24,1968,21,DT,16
Victoria,45,23.74,6.06,29.8,1968,21,DT,16
Victoria,46,23.74,6.04,29.78,1968,21,DT,16
Victoria,47,23.74,5.65,29.39,1968,21,DT,16
Victoria,48,23.74,7.71,31.45,1968,21,DT,16
Victoria,49,23.74,5.36,29.1,1968,21,DT,16
Victoria,50,23.74,5.29,29.02,1968,21,DT,16
Victoria,51,23.74,5.66,29.4,1968,21,DT,16
Victoria,52,23.74,6.04,29.78,1968,21,DT,16
Victoria,53,24.02,6.33,30.34,1968,21,DT,16
Victoria,54,24.02,5.41,29.43,1968,21,DT,16
Victoria,55,24.02,5.81,29.83,1968,21,DT,16
Victoria,56,24.02,7.26,31.28,1968,21,DT,16
Victoria,57,24.25,6.34,30.59,1968,21,DT,16
Victoria,58,24.25,5.71,29.97,1968,21,DT,16
Victoria,59,24.25,6.52,30.78,1968,21,DT,16
Victoria,60,24.25,6.18,30.44,1968,21,DT,16
Victoria,61,24.14,6.48,30.62,1968,21,DT,16
Victoria,62,24.02,8.25,32.27,1968,21,DT,16
Victoria,63,24.02,6.28,30.3,1968,21,DT,16
Victoria,64,24.25,6.39,30.65,1968,21,DT,16
Victoria,65,24.05,7.1,31.16,1968,21,DT,16
Victoria,66,24.32,5.56,29.88,1968,21,DT,16
Victoria,67,24.32,5.82,30.15,1968,21,DT,16
Victoria,68,24.32,6.14,30.47,1968,21,DT,16
Victoria,69,24.32,5.07,29.4,1968,21,DT,16
Victoria,70,24.32,5.21,29.53,1968,21,DT,16
Victoria,71,24.32,5.4,29.73,1968,21,DT,16
Victoria,72,24.32,6.11,30.43,1968,21,DT,16
Victoria,73,24.32,5.79,30.11,1968,21,DT,16
Victoria,74,24.32,5.5,29.83,1968,21,DT,16
Victoria,75,24.09,4.07,28.16,1968,21,DT,16
Victoria,76,24.09,5.27,29.36,1968,21,DT,16
Victoria,77,24.09,5.91,29.99,1968,21,DT,16
Victoria,78,24.09,5.84,29.93,1968,21,DT,16
Victoria,79,24.09,5.88,29.96,1968,21,DT,16
Victoria,80,24.09,6.23,30.32,1968,21,DT,16
Victoria,81,24.09,7.33,31.41,1968,21,DT,16
Victoria,82,24.09,5.67,29.75,1968,21,DT,16
Victoria,83,24.11,6.25,30.36,1968,21,DT,16
Victoria,84,24.11,5.6,29.72,1968,21,DT,16
Victoria,85,24.11,6.24,30.36,1968,21,DT,16
Victoria,86,24.11,5.84,29.95,1968,21,DT,16
Victoria,87,24.11,5.19,29.3,1968,21,DT,16
Victoria,88,24.11,5.2,29.31,1968,21,DT,16
Victoria,89,24.11,5.27,29.38,1968,21,DT,16
Victoria,90,24.38,5.01,29.39,1968,21,DT,16
Victoria,91,24.44,5.08,29.52,1968,21,DT,16
Victoria,92,24.44,6.01,30.46,1968,21,DT,16
Victoria,93,24.44,5.5,29.94,1968,21,DT,16
Victoria,94,24.44,5.28,29.73,1968,21,DT,16
Victoria,95,24.44,6.92,31.36,1968,21,DT,16
Victoria,96,24.44,5.96,30.4,1968,21,DT,16
Victoria,97,24.44,6.37,30.81,1968,21,DT,16
Victoria,98,24.44,7.09,31.53,1968,21,DT,16
Victoria,99,24.44,6.86,31.3,1968,21,DT,16
Victoria,100,24.44,7.33,31.78,1968,21,DT,16
Victoria,101,24.44,5.4,29.84,1968,21,DT,16
Victoria,102,24.44,6.28,30.72,1968,21,DT,16
Victoria,103,24.57,6.91,31.48,1968,21,DT,16
Victoria,104,24.57,6.67,31.24,1968,21,DT,16
Victoria,105,24.57,5.39,29.95,1968,21,DT,16
Waterloo & City,1,9.34,3.04,12.38,1898,2.5,DT,2
Waterloo & City,2,9.34,1.87,11.2,1898,2.5,DT,2
Waterloo & City,3,9.34,2.15,11.49,1898,2.5,DT,2
Waterloo & City,4,9.34,2.65,11.99,1898,2.5,DT,2
Waterloo & City,5,9.34,1.54,10.87,1898,2.5,DT,2
Waterloo & City,6,9.34,1.47,10.8,1898,2.5,DT,2
Waterloo & City,7,9.34,2.24,11.58,1898,2.5,DT,2
Waterloo & City,8,9.34,1.44,10.77,1898,2.5,DT,2
Waterloo & City,9,9.34,1.69,11.03,1898,2.5,DT,2
Waterloo & City,10,9.34,1.57,10.9,1898,2.5,DT,2
Waterloo & City,11,9.34,1.45,10.78,1898,2.5,DT,2
Waterloo & City,12,9.34,1.58,10.91,1898,2.5,DT,2
Waterloo & City,13,9.34,1.72,11.05,1898,2.5,DT,2
Waterloo & City,14,9.34,1.33,10.67,1898,2.5,DT,2
Waterloo & City,15,9.34,1.77,11.11,1898,2.5,DT,2
Waterloo & City,16,9.34,1.32,10.65,1898,2.5,DT,2
Waterloo & City,17,9.34,1.88,11.21,1898,2.5,DT,2
Waterloo & City,18,9.34,3.26,12.59,1898,2.5,DT,2
Waterloo & City,19,9.34,2.84,12.17,1898,2.5,DT,2
Waterloo & City,20,9.34,2.92,12.26,1898,2.5,DT,2
Waterloo & City,21,9.34,2.04,11.38,1898,2.5,DT,2
Waterloo & City,22,9.34,2.09,11.42,1898,2.5,DT,2
Waterloo & City,23,9.34,1.7,11.03,1898,2.5,DT,2
Waterloo & City,24,9.34,1.84,11.18,1898,2.5,DT,2
Waterloo & City,25,9.34,2.16,11.49,1898,2.5,DT,2
Waterloo & City,26,9.34,2.66,11.99,1898,2.5,DT,2
Waterloo & City,27,9.3,3.2,12.5,1898,2.5,DT,2
Waterloo & City,28,9.3,1.94,11.24,1898,2.5,DT,2
Waterloo & City,29,9.3,2.21,11.52,1898,2.5,DT,2
Waterloo & City,30,9.3,3.18,12.48,1898,2.5,DT,2
Waterloo & City,31,9.3,1.23,10.54,1898,2.5,DT,2
Waterloo & City,32,9.3,1.74,11.04,1898,2.5,DT,2
Waterloo & City,33,9.3,1.42,10.73,1898,2.5,DT,2
Waterloo & City,34,9.3,2.16,11.47,1898,2.5,DT,2
Waterloo & City,35,9.3,2.46,11.77,1898,2.5,DT,2
Waterloo & City,36,9.3,1.71,11.02,1898,2.5,DT,2
Waterloo & City,37,9.3,3.29,12.6,1898,2.5,DT,2
Waterloo & City,38,9.3,1.71,11.02,1898,2.5,DT,2
Waterloo & City,39,9.3,3.64,12.94,1898,2.5,DT,2
Waterloo & City,40,25.63,0,25.63,1898,2.5,DT,2
Waterloo & City,41,25.63,0,25.63,1898,2.5,DT,2
Waterloo & City,42,25.63,0,25.63,1898,2.5,DT,2
Waterloo & City,43,25.63,0,25.63,1898,2.5,DT,2
Waterloo & City,44,25.63,0,25.63,1898,2.5,DT,2
