USAF,WBAN,STATION_NAME,CTRY,FIPS,STATE,CALL,LAT,LON,ELEV(.1M),BEGIN,END
381620,99999,CABANKAZGAN,RA,KZ,NA,NA,43600,61933,640,19600101,20021101
381780,99999,AK-BAJTAL,RA,UZ,NA,NA,43150,64333,2340,19570201,20130705
381910,99999,AK-KUM,RA,KZ,NA,NA,43717,67417,1740,19590606,20030209
381960,99999,ASHCHYSAI,RA,KZ,NA,NA,43550,68900,8220,19611203,20130705
381980,99999,TURKESTAN,RA,KZ,NA,NA,43267,68217,2070,19320104,20130705
382010,99999,CULAKKURGAN,RA,KZ,NA,NA,43767,69183,4810,19600804,20121022
382020,99999,BAYKADAM,RS,KZ,NA,NA,43750,69917,NA,19590113,19631230
382030,99999,UJUK,RA,KZ,NA,NA,43783,70933,3660,19590101,20090612
382070,99999,CHAYAN,RA,KZ,NA,NA,43033,69367,3650,19590101,20100213
382150,99999,UMBET,RA,KZ,NA,NA,43650,72383,5120,19590101,19820203
382200,99999,MANAS,RA,KG,NA,NA,43067,74483,6370,19950101,19980115
382220,99999,TOLE_BI,RA,KZ,NA,NA,43700,73783,4560,19590101,20130705
382230,99999,CHOKPAR,RA,KZ,NA,NA,43833,74400,7680,19600101,20051013
382290,99999,KURDAY,RA,KZ,NA,NA,43350,74967,11450,19590101,19891008
382310,99999,FETISOVO,RA,KZ,NA,NA,42733,52650,-240,19590101,19631231
382320,99999,AKKUDUK,RA,KZ,NA,NA,42967,54117,780,19570701,20130705
382610,99999,AK-DEPE,NA,TX,NA,NA,42050,59367,740,NA,NA
382620,99999,CHIMBAJ,RA,UZ,NA,NA,42950,59817,660,19320602,20130705
382640,99999,NUKUS,RA,UZ,NA,NA,42450,59617,770,19591101,20130705
382670,99999,KENEURGENCH,RA,TX,NA,NA,42300,59133,710,19591101,20090414
382840,99999,KUL-KUDUK,RA,UZ,NA,NA,42533,63283,3330,19591120,19940430
383010,99999,KYZYLKUM,RA,KZ,NA,NA,42800,67417,1850,19590101,19910729
383160,99999,ARYS,RA,KZ,NA,NA,42433,68800,2400,19590101,20050515
383170,99999,BAYRKUM,RA,KZ,NA,NA,42133,68133,2380,19590101,19860918
383280,99999,SHYMKENT,RA,KZ,NA,UAII,42317,69700,6040,19480101,20130705
383285,99999,TARAZ,NA,KZ,NA,UADD,42850,71300,6660,20070822,20130705
383340,99999,AUL_TURARA_RYSKULOV,RA,KZ,NA,NA,42483,70300,8080,19590101,20130705
383380,99999,BLINKOVO,RA,KZ,NA,NA,42233,70117,11220,19630316,19890630
383390,99999,OLGAING,RA,UZ,NA,NA,42167,70883,21510,19630610,19981009
383410,99999,TARAZ,RA,KZ,NA,NA,42850,71383,6550,19480101,20130705
383420,99999,KYZYLTU,RS,KZ,NA,NA,42950,72217,NA,19630604,19631119
383430,99999,KOOLAN,RA,KZ,NA,NA,42950,72750,6830,19590101,20130705
383450,99999,TALAS,RA,KG,NA,NA,42517,72217,12180,19480101,20130705
383520,99999,BELOVODSKOE,RA,KG,NA,NA,42850,74100,7260,19590812,20020405
383530,99999,BISHKEK,RA,KG,NA,NA,42850,74533,7600,19460103,20130705
383531,99999,MANAS,RA,KG,NA,UCFM,43067,74483,6270,20040713,20130705
383580,99999,SUSAMYR,RA,KG,NA,NA,42150,73983,20920,19591102,20020826
383670,99999,KARABOGAZKEL,RA,TX,NA,NA,41050,52917,-220,19590101,20090414
383830,99999,SHASENEM,RA,TX,NA,NA,41583,58717,620,19600207,20090414
383880,99999,EKEZHE,RA,TX,NA,NA,41033,57767,620,19590101,20130705
383920,99999,DASHKHOVUZ,RA,TX,NA,NA,41750,59817,820,19480101,20130705
383960,99999,URGENCH,RA,UZ,NA,NA,41567,60567,1010,19480101,20130705
384010,99999,IGARKA,RA,RS,NA,UOII,67433,86617,250,20040824,20130628
384020,99999,KHATANGA,RA,RS,NA,UOHH,71983,102467,290,20040824,20130628
384030,99999,BUZAUBAJ,RA,UZ,NA,NA,41750,62467,980,19600101,20130705
384031,99999,NUKUS-KARAKALPAKS,RA,UZ,NA,UTNN,42483,59633,770,20040713,20130705
384032,99999,URGENCH,RA,UZ,NA,UTNU,41583,60633,980,20040713,20130705
384080,99999,LEBAP,RA,TX,NA,NA,41067,61900,1370,19591101,19800407
384130,99999,TAMDY,RA,UZ,NA,UTSM,41733,64617,2370,19591110,20130705
384230,99999,TORUK,RA,KZ,NA,NA,41800,66717,2020,19590101,20021212
384270,99999,MASHIKUDUK,RA,UZ,NA,NA,41050,65283,2000,19590930,20050804
384390,99999,SHARDARA,RA,KZ,NA,NA,41367,68000,2750,19730101,20130705
384440,99999,KOKSU,RA,KZ,NA,NA,41467,68033,2440,19730102,19960313
384490,99999,ALGABAS,RS,KZ,NA,NA,41217,68800,NA,19590624,19631112
384520,99999,SHARAPKHANA,RS,KZ,NA,NA,41867,69433,NA,19611116,19631231
384540,99999,DARBAZA,RA,KZ,NA,NA,41567,69117,4440,19800322,19810512
384570,99999,TASHKENT,RA,UZ,NA,UTTT,41267,69267,4660,19320101,20130705
384571,99999,TASHKENT_WEATHER_CE,NA,UZ,NA,UTTW,41267,69267,4890,NA,NA
384572,99999,TASHKENT_VOSTOCNY,NA,UZ,NA,UTTP,41317,69400,4660,20050411,20110803
384573,99999,MARY,NA,TX,NA,UTAM,37617,61900,2220,20050722,20130705
384574,99999,DASHOGUZ,NA,TX,NA,UTAT,41750,59833,830,20050724,20130705
384620,99999,PSKEM,RA,UZ,NA,NA,41900,70367,12580,19600208,20130705
384660,99999,TERS,RA,KG,NA,NA,41667,70717,17590,19591222,19960416
384680,99999,...,RS,UZ,NA,NA,41117,70333,NA,19600131,19740808
384710,99999,CATKAL_RIVER,RA,KG,NA,NA,41900,71350,19370,19591101,20020411
384730,99999,TOKTOGUL-IN-KIRGIZ,RA,KG,NA,NA,41833,72867,10820,19591102,20020409
384740,99999,URTA-TOKAISKOE,RA,KG,NA,NA,41367,71450,11200,19600128,19631212
384750,99999,ANDIZAN,RA,UZ,NA,UTFA,40733,72333,4770,19591205,20130705
384970,99999,BOGUS_SOVIET,RA,RS,NA,NA,NA,NA,NA,19881002,20040305
385030,99999,...,RS,TX,NA,NA,40733,54667,NA,19610402,19620803
385070,99999,TURKMENBASHI,RA,TX,NA,NA,40050,53000,820,19320101,20130705
385110,99999,CHAGYL,RA,TX,NA,NA,40783,55333,1150,19570710,20130705
385270,99999,DAVALY,RA,TX,NA,NA,40067,57383,470,19591101,20051015
385290,99999,DEVERZE,RA,TX,NA,NA,40183,58483,840,19550703,20101219
385420,99999,DZHINGIR-BENT,RS,TX,NA,NA,40767,62017,NA,19610726,19620726
385450,99999,DARGANATA,RA,TX,NA,NA,40467,62283,1420,19480101,20130705
385510,99999,DZANGELDY,RA,UZ,NA,NA,40850,63333,2080,19590901,20070227
385530,99999,AYAKAGITMA,RA,UZ,NA,NA,40683,64483,2190,19590801,20040215
385650,99999,NURATA,RA,UZ,NA,NA,40550,65683,4850,19480106,20130705
385670,99999,NAVOI,RA,UZ,NA,UTSA,40133,65349,3410,19600101,20130705
385780,99999,UZBANKUTEL,RS,UZ,NA,NA,40033,67367,NA,19600102,19631223
385790,99999,DZIZAK,RA,UZ,NA,UTED,40117,67833,3450,19480101,20130705
385820,99999,ZAPADNY_ARNASAY,RA,UZ,NA,NA,40833,67667,2500,19590101,19631231
385830,99999,SYR-DARJA,RA,UZ,NA,NA,40817,68683,2640,19600101,20130705
385890,99999,JANGIER,RA,UZ,NA,NA,40217,68833,3170,19530216,20050402
385980,99999,KAJRAKKUMSKOE,NA,TI,NA,NA,40267,69817,3470,20101001,20130705
385990,99999,KHUDJAND,RA,TI,NA,NA,40217,69733,4270,19360101,20130705
386010,99999,ABLYK,RS,UZ,NA,NA,40983,70050,8467,19591008,19620822
386020,99999,JARBULAK-IN-TAJIK,RA,TI,NA,NA,40800,70633,6990,19600101,20050111
386060,99999,KOKAND,RA,UZ,NA,NA,40550,70950,4990,19590913,20101029
386090,99999,ISFARA,RA,TI,NA,NA,40133,70600,8730,19480101,19970510
386110,99999,NAMANGAN,RA,UZ,NA,UTFN,40983,71583,4740,19480101,20130705
386130,99999,DZHALAL-ABAD,RA,KG,NA,NA,40917,72950,7650,19570702,20130705
386150,99999,OSH,RA,KG,NA,UAFO,40533,72800,8750,19591102,20031003
386155,99999,OSH_AIRPORT,NA,KG,NA,UCFO,40617,72800,8920,20070823,20130705
386160,99999,KARA-SUU,RA,KG,NA,NA,40700,72900,8680,19980301,20130705
386180,99999,FERGANA,RA,UZ,NA,UTFF,40367,71750,5770,19480101,20130705
386230,99999,ARPA,RS,KG,NA,NA,40783,74767,NA,19600101,19631223
386270,99999,GULCA,RA,KG,NA,NA,40317,73550,15550,19591102,20120201
386280,99999,KOKMAGDAY,RS,KG,NA,NA,40250,74000,NA,19600214,19631216
386300,99999,NEBIT-DAG,RA,TX,NA,NA,39483,54367,-30,19590101,20080108
386340,99999,NEBITDAG,RA,TX,NA,NA,39500,54333,-80,19591102,20061019
386360,99999,AYDIN,RS,TX,NA,NA,39383,54833,140,19600101,19600320
386370,99999,OGRYDA,RA,TX,NA,NA,39100,53100,-260,19590101,20070227
386410,99999,JASGA,RA,TX,NA,NA,39683,55567,-90,19591102,20021006
386470,99999,GAZANDZHYK,RA,TX,NA,NA,39250,55517,310,19591102,20130705
386530,99999,ZEAGLI-SULPHUR_NORKS-,RS,TX,NA,NA,39983,58333,1420,19530402,19621019
386550,99999,MILAR,RS,TX,NA,NA,39533,57767,NA,19591102,19631217
386560,99999,ERBENT,RA,TX,NA,NA,39317,58600,870,19590109,20130705
386650,99999,AKMOLLA,RA,TX,NA,NA,39583,59950,1080,19730102,20051114
386830,99999,BUHARA,RA,UZ,NA,NA,39717,64617,2260,19361231,20130705
386840,99999,DJACHEV,RA,TX,NA,NA,39317,63200,1820,20081101,20081101
386850,99999,KARAKUL,RA,UZ,NA,NA,39500,63850,1960,19591101,20020814
386870,99999,CHARDZHEV,RA,TX,NA,NA,39083,63600,1900,19480101,20130705
386880,99999,BOGUS_SOVIET,RA,RS,NA,NA,NA,NA,NA,19851103,20030215
386960,99999,SAMARKAND,RA,UZ,NA,UTSS,39567,66950,7240,19480101,20130705
386990,99999,KITAB,RS,UZ,NA,NA,39117,66883,6581,19591102,19630320
387050,99999,PENDZHIKENT,RA,TI,NA,NA,39500,67600,10150,19600117,20130705
387080,99999,FARAB,RA,TI,NA,NA,39233,67467,19810,19630615,20100729
387110,99999,BAHMAL,NA,UZ,NA,NA,39717,68017,13220,NA,NA
387130,99999,URA-TYUBE,RA,TI,NA,NA,39900,68983,10050,19600102,20130705
387150,99999,SHAHRISTANSKIJ_PEREV,RA,TI,NA,NA,39567,68583,31430,19610107,20130705
387160,99999,SONGISTON_(MTN_STN),RA,TI,NA,NA,39383,68617,15070,19610119,20050126
387180,99999,ISKANDERKUL,RA,TI,NA,NA,39100,68383,22040,19751101,20130705
387190,99999,ANZOBSKIJ_PEREVAL,RA,TI,NA,NA,39083,68867,33730,19610201,20130705
387250,99999,MADRUSHKAT,RA,TI,NA,NA,39433,69667,22340,19591029,20130705
387340,99999,DEHAVZ,RA,TI,NA,NA,39450,70200,25610,19751101,20130705
387440,99999,LAHSH,RA,TI,NA,NA,39283,71867,11980,19730312,20130705
387450,99999,SARY-TAS,RA,KG,NA,NA,39733,73267,31550,19591101,20010303
387480,99999,BOGUS_SOVIET,RA,RS,NA,NA,NA,NA,NA,19860301,19860726
387500,99999,ESENGULY,RA,TX,NA,NA,37467,53967,-220,19320101,20130705
387550,99999,BYGDAILI,RA,TX,NA,NA,38533,54300,-10,19600216,20051114
387560,99999,BEKIBENT,RA,TX,NA,NA,38617,55183,2060,19600111,20090520
387590,99999,GYZYLETREK,RA,TX,NA,NA,37617,54783,290,19591102,20120325
387630,99999,GYZYLARBAT,RA,TX,NA,NA,38983,56283,920,19320101,20130705
387670,99999,GARRYQALA,RA,TX,NA,NA,38433,56300,3120,19591103,20120325
387730,99999,BOKYRDAK,RA,TX,NA,NA,38750,58467,840,19591101,20001027
387740,99999,BAKHERDEN,RA,TX,NA,NA,38433,57417,1590,19590801,20130705
387910,99999,CHESHME,RA,TX,NA,NA,38683,61200,1470,19570703,19980225
387990,99999,UCHADZHY,RA,TX,NA,NA,38083,62800,1850,19530216,20130705
388040,99999,REPATEK,RA,TX,NA,NA,38567,63183,1850,19320101,20081101
388060,99999,BYRDALYK,RA,TX,NA,NA,38467,64367,2120,19591102,20130705
388120,99999,KARSHI,RA,UZ,NA,NA,38800,65717,3760,19590804,20130705
388150,99999,GUZAR,RA,UZ,NA,NA,38617,66267,5240,19480101,20090612
388160,99999,MINCHUKUR,RA,UZ,NA,NA,38650,66933,21210,19600101,20030429
388180,99999,AKRABAT,RA,UZ,NA,NA,38250,66833,16010,19600817,20040319
388270,99999,BAYSUN,RS,UZ,NA,NA,38200,67200,12450,19591102,19630331
388280,99999,PULE-KHAKIM,RS,UZ,NA,NA,38167,67367,NA,19590915,19630331
388290,99999,DENAU,RA,UZ,NA,NA,38267,67900,5200,19590811,20020829
388350,99999,SHAKHRINAU,RA,TI,NA,NA,38567,68333,8210,19600410,20030605
388360,99999,DUSHANBE,RA,TI,NA,UTDD,38550,68783,8000,19320101,20130705
388380,99999,ISAMBAJ,RA,TI,NA,NA,38050,68350,5630,19600102,20130705
388400,99999,NUREK,RA,TI,NA,NA,38417,69350,5490,19830701,20130112
388420,99999,BUSTONABAD,RA,TI,NA,NA,38683,69567,19640,19601202,20051007
388440,99999,SANGLOK,RA,TI,NA,NA,38250,69233,22390,19730101,20130705
388460,99999,HOVALING,NA,TI,NA,NA,38367,69983,14680,20090801,20130705
388470,99999,DANGARA,RA,TI,NA,NA,38100,69317,6600,19591102,20130705
388480,99999,NA,NA,NA,NA,NA,NA,NA,NA,20020716,20021005
388510,99999,RASHT,RA,TI,NA,NA,39000,70300,13160,19591124,20130705
388530,99999,KHABURABAD,RA,TI,NA,NA,38650,70717,33470,19730101,20050327
388560,99999,DARVAZ,RA,TI,NA,NA,38467,70883,12880,19590901,20130705
388620,99999,FEDCENKO_GLACIER,RA,TI,NA,NA,38917,72167,41690,19370104,20050827
388670,99999,HUMRAGI,RA,TI,NA,NA,38283,71333,17370,19730101,20130521
388690,99999,IRHT,RA,TI,NA,NA,38167,72633,32760,19590101,20130705
388710,99999,KARAKUL_LAKE,RA,TI,NA,NA,39083,73417,39300,19591102,20020618
388750,99999,KARAKUL,RA,TI,NA,NA,39017,73550,39400,19570722,20130705
388780,99999,MURGAB,RA,TI,NA,NA,38167,73967,35760,19591118,20130705
388790,99999,OKSU,RA,TI,NA,NA,38067,74467,37400,19770705,20020312
388800,99999,ASHGABAT_KESHI,RA,TX,NA,UTAA,37987,58361,2110,19320101,20130705
388810,99999,GAUDAN-IN-TURKMEN,RA,TX,NA,NA,37650,58400,14860,19591205,20111017
388850,99999,KAKA,RA,TX,NA,NA,37350,59633,3080,19590810,20101008
388860,99999,TEDZHEN,RA,TX,NA,NA,37383,60517,1860,19480101,20130705
388910,99999,CHASHKENT,RA,TX,NA,NA,37800,61550,2000,19590909,20011030
388950,99999,BAJRAMALY,RA,TX,NA,NA,37600,62183,2400,19370731,20130705
388990,99999,ELOTEN,RA,TX,NA,NA,37300,62417,2590,19590818,20050127
389110,99999,KERKI,RA,TX,NA,NA,37833,65200,2400,19320101,20130705
389150,99999,CARSANGA,RA,TX,NA,NA,37517,66017,2650,19590801,20130705
389210,99999,SHIRABAD,RA,UZ,NA,NA,37667,67017,4100,19590811,20050713
389270,99999,TERMEZ,RA,UZ,NA,UTST,37233,67267,3100,19480101,20130705
389300,99999,AYVAJ-IN-TAJIK,RA,TI,NA,NA,36983,68033,3490,19610104,20130521
389320,99999,GANDZHINA,NA,TI,NA,NA,37950,68567,7520,20101001,20130303
389330,99999,KURGAN-TYUBE,RA,TI,NA,NA,37817,68783,4290,19600101,20130705
389370,99999,SHAARTUZ,RA,TI,NA,NA,37317,68133,3800,19600602,20040611
389430,99999,KULYAB,RA,TI,NA,NA,37917,69783,6590,19600101,19950405
389440,99999,PARKHAR,RA,TI,NA,NA,37483,69383,4480,19591030,20130705
389450,99999,MITEN-TUGAY,RA,TI,NA,NA,37667,69617,4800,19810112,20030120
389470,99999,PYANDJ,RA,TI,NA,NA,37233,69083,3630,19480101,20130705
389510,99999,RUSHAN,NA,TI,NA,NA,37950,71550,19810,20130112,20130705
389540,99999,KHOROG,RA,TI,NA,NA,37500,71500,20770,19571011,20130705
389560,99999,BULUN-KUL,RA,TI,NA,NA,37700,72950,37440,19591111,20130112
389570,99999,ISHKASHIM,RA,TI,NA,NA,36717,71600,25230,19591108,20130705
389660,99999,SAJMAK,RA,TI,NA,NA,37533,74833,38400,19601201,20130112
389740,99999,SARAGT,RA,TX,NA,NA,36533,61217,2750,19460403,20130705
389870,99999,GYSHGY,RA,TX,NA,NA,35283,62350,6250,19320101,20130705
389890,99999,TAGTABAZAR,RA,TX,NA,NA,35950,62917,3490,19570710,20090910
389980,99999,LEKKER,RA,TX,NA,NA,36267,63700,7870,19600101,20011007
400010,99999,KAMISHLI,SY,SY,NA,OSKL,37050,41217,4550,19501109,20130705
400050,99999,JARABLUS,SY,SY,NA,NA,36817,38000,3510,19750505,20081120
400070,99999,ALEPPO_INT._AEROPOR,SY,SY,NA,OSAP,36183,37200,3840,19370105,20130626
400090,99999,TEL_ABIADH,SY,SY,NA,NA,36700,38950,3490,19630622,20120917
400160,99999,HASSAKAH,SY,SY,NA,NA,36500,40750,3080,19370105,20130317
400170,99999,EDLEB,SY,SY,NA,NA,35933,36617,4510,19920615,20080510
400220,99999,LATTAKIA,SY,SY,NA,NA,35533,35767,70,19370201,20130705
400250,99999,BASEL_ASSAD_INT._A,SY,SY,NA,OSLK,35400,35933,500,19500711,20130705
400270,99999,ETHERIA,SY,SY,NA,NA,35400,37850,4600,19990528,20071212
400290,99999,SALAMYA,SY,SY,NA,NA,35000,37033,4810,20031116,20120128
400300,99999,HAMA,SY,SY,NA,NA,35117,36750,3030,19570630,20130705
400390,99999,RAQQA,SY,SY,NA,NA,35933,39017,2460,19600101,20130705
400410,99999,AL-RASTAN,SY,SY,NA,NA,34933,36733,4500,20010912,20071128
400450,99999,DEIR_EZZOR,SY,SY,NA,OSDZ,35317,40150,2120,19370101,20130408
400500,99999,TARTOUS,SY,SY,NA,NA,34883,35883,50,19930201,20100514
400550,99999,HOMS,SY,SY,NA,NA,34750,36717,4850,19370715,20081111
400610,99999,PALMYRA,SY,SY,NA,OSPR,34550,38300,4040,19370101,20130705
400660,99999,SAFITA,SY,SY,NA,NA,34817,36133,3590,19630117,20130705
400670,99999,SWEIDA,SY,SY,NA,NA,32700,35600,9970,20040409,20080720
400720,99999,ABUKMAL,SY,SY,NA,NA,34417,40917,1820,19600102,20130702
400760,99999,AL_QUNAYTIRAH_-KUNEITRA,SY,SY,NA,NA,33117,35817,9409,19600102,20080425
400790,99999,DAMASCUS_-DIMASHO,SY,SY,NA,NA,33483,36233,7291,19500215,19670630
400800,99999,DAMASCUS_INT._AIRPO,SY,SY,NA,OSDI,33417,36517,6090,19370101,20130705
400830,99999,NABK,SY,SY,NA,NA,34033,36717,13330,19600102,20121025
400840,99999,NA,NA,NA,NA,NA,NA,NA,NA,19370216,20070811
400850,99999,NA,NA,NA,NA,NA,NA,NA,NA,20010714,20110301
400860,99999,NA,NA,NA,NA,NA,NA,NA,NA,19370216,19390830
400870,99999,JABAL_ETTANF,SY,SY,NA,NA,33483,38667,7080,19600102,20120826
400910,99999,FIQ,SY,SY,NA,NA,32767,35700,3390,19600102,19670622
400950,99999,DARAA,SY,SY,NA,NA,32600,36100,5430,19780914,20110424
401000,99999,RAFIC_HARIRI_INTL,LB,LE,NA,OLBA,33817,35483,190,19321019,20130705
401010,99999,HOUCHE-AL-OUMARA,LB,LE,NA,NA,33817,35850,9200,19490130,20130705
401020,99999,RAYACK,LB,LE,NA,NA,33867,36000,9200,19370101,20100115
401030,99999,TRIPOLI,LB,LE,NA,NA,34450,35800,50,19370104,20130705
401040,99999,MERDJAYOUN,LB,LE,NA,NA,33367,35583,7730,19490130,20021219
401050,99999,AL-ARZ_(LES_CEDRES),LB,LE,NA,NA,34250,36050,19160,19490301,20021206
401060,99999,KSARA_LEBABON,LB,LE,NA,NA,33833,35883,9181,19490309,19670112
401100,99999,DAHR_BAIDAR,LB,LE,NA,NA,33817,35767,15240,19630117,20090831
401530,99999,HAR_KNAAN-ZEFAT,IS,IS,NA,NA,32967,35500,9340,19500301,20130705
401540,99999,HAIFA-U._MICHAELI,IS,IS,NA,LLHA,32817,35000,50,19510301,19810123
401550,99999,HAIFA,IS,IS,NA,LLHA,32800,35033,90,19490301,20130705
401650,99999,RAMAT-DAVID,IS,IS,NA,NA,32667,35183,490,19490301,20030624
401700,99999,BOGUS_ISRAELI,IS,IS,NA,NA,52667,7833,70,19890313,20041118
401730,99999,NATANYA,IS,IS,NA,NA,32333,14850,NA,19510620,19600731
401760,99999,SDE-DOV_(TEL-AVIV),IS,IS,NA,NA,32100,34783,40,19500301,20070916
401761,99999,MAHANAIM_I_BEN_YAAK,IS,IS,NA,LLIB,32983,35567,2810,20040510,20130705
401762,99999,SDE_DOV,IS,IS,NA,LLSD,32116,34783,130,20040510,20130705
401770,99999,TEL_AVIV_-PORT,IS,IS,NA,NA,32100,34783,110,19500301,19670630
401790,99999,BET_DAGAN,IS,IS,NA,NA,32000,34817,350,19791111,20130705
401800,99999,BEN-GURION_INT._AIR,IS,IS,NA,LLBG,32000,34900,490,19431101,20130705
401830,99999,JERUSALEM_CENTER,IS,IS,NA,NA,31767,35217,8150,20080116,20130705
401840,99999,JERUSALEM,IS,IS,NA,OJJR,31867,35217,7570,19490301,20070916
401860,99999,ASHDOD_NORTH,IS,IS,NA,NA,31867,34683,200,NA,NA
401900,99999,BEER_SHEVA_CITY,IS,IS,NA,NA,31250,34633,2800,20080116,20130705
401910,99999,BEER-SHEVA,IS,IS,NA,LLBS,31233,34783,2800,19510101,20050905
401980,99999,OVDA,IS,IS,NA,LLOV,30000,34833,4450,19830201,20130526
401990,99999,EILAT,IS,IS,NA,LLET,29550,34950,120,19510101,20130705
402150,99999,TULKARM,IS,IS,NA,NA,32317,35017,-99999,20060409,20060409
402230,99999,NABLUS,IS,IS,NA,NA,32217,35250,-99999,NA,NA
402240,99999,MEITHLOUN,IS,IS,NA,NA,32350,35267,-99999,NA,NA
402260,99999,JENIN,IS,IS,NA,NA,32467,35300,-99999,NA,NA
402300,99999,GAZA_INTERNATIONAL,IS,IS,NA,NA,31233,34267,910,19650815,20080309
402330,99999,GAZA,IS,IS,NA,NA,31500,34450,910,NA,NA
402400,99999,HEBRON,IS,IS,NA,NA,31533,35100,-99999,20091005,20100330
402420,99999,AL-ARROUB,IS,IS,NA,NA,31933,35217,-99999,NA,NA
402500,99999,H-4_RWAISHED,JD,JO,NA,OJHR,32500,38200,6830,19630117,20130705
402530,99999,BAQURA,JD,JO,NA,NA,32633,35617,-1700,20031225,20031225
402550,99999,IRBED,JD,JO,NA,OJBD,32549,35850,6160,19780701,20130705
402560,99999,WADI_RAYAN,JD,JO,NA,NA,32400,35583,-2000,20050129,20121107
402570,99999,RAS_MUNEEF,JD,JO,NA,NA,32366,35750,11500,20051225,20051225
402600,99999,H-5_SAFAWI,JD,JO,NA,OJHF,32200,37133,6740,19640113,20130705
402650,99999,MAFRAQ,JD,JO,NA,OJMF,32366,36250,6830,19530301,20130705
402670,99999,WADI_DHULAIL,NA,JO,NA,NA,32150,36283,5800,NA,NA
402680,99999,SALT,JD,JO,NA,NA,32033,35733,9150,20050101,20050101
402700,99999,AMMAN_AIRPORT,JD,JO,NA,OJAM,31983,35983,7790,19490301,20130705
402720,99999,QUEEN_ALIA_AIRPORT,JD,JO,NA,OJAI,31717,35983,7220,19830701,20130705
402750,99999,QATRANEH,JD,JO,NA,NA,31250,36117,7680,20050905,20071010
402800,99999,JERICHO,IW,WE,NA,NA,31867,35500,-2750,19610702,20030713
402805,99999,SHAHEED_AB,NA,JO,NA,OJ40,31833,36783,5200,NA,NA
402850,99999,DEIR_ALLA,JD,JO,NA,NA,32217,35617,-2240,20031130,20130126
402880,99999,AZRAQ_SOUTH,NA,JO,NA,OJMS,31833,36817,5270,NA,NA
402900,99999,JERUSALEM_AIRPORT,IW,WE,NA,LLJR,31867,35217,7590,19550802,20061031
402901,99999,BET_DAGAN_ISRAEL_WE,IS,IS,NA,LLBD,32000,34817,350,NA,NA
402905,99999,RAMAT_DAVID,IS,IS,NA,LLRD,32667,35167,560,NA,NA
402920,99999,ER_RABBAH,JD,JO,NA,NA,31267,35750,9200,20040523,20040523
402960,99999,GHOR_SAFI,JD,JO,NA,NA,31033,35467,-3500,19830701,20130705
402980,99999,TAFILEH,NA,JO,NA,NA,30783,35717,12000,NA,NA
403000,99999,SHOUBAK,NA,JO,NA,NA,30517,35533,13650,NA,NA
403050,99999,JAFER,NA,JO,NA,NA,30283,36150,8530,NA,NA
403100,99999,MAAN,JD,JO,NA,OJMN,30167,35783,10690,19610701,20130705
403400,99999,AQABA_AIRPORT,JD,JO,NA,OJAQ,29550,35000,510,19610701,20130705
403410,99999,AQABA_PORT,JD,JO,NA,NA,29483,34983,30,19650806,20031017
403415,99999,PRINCE_SULTAN_AB,SD,SA,NA,OEKJ,24067,47583,5000,20050315,20130705
403560,99999,TURAIF,SD,SA,NA,OETR,31683,38733,8520,19510406,20130705
403570,99999,ARAR,SD,SA,NA,OERR,30900,41133,5490,19510407,20130705
403584,99999,ARAR______________&,SD,SA,NA,NA,30967,40983,5420,19831222,19910806
403600,99999,GURIAT,SD,SA,NA,OEGT,31400,37283,5040,19840415,20130705
403610,99999,AL-JOUF,SD,SA,NA,OESK,29783,40100,6890,19730101,20130705
403620,99999,RAFHA,SD,SA,NA,OERF,29617,43483,4440,19510406,20130705
403630,99999,AL-ZABERAH,SD,SA,NA,NA,28000,41450,6170,NA,NA
403640,99999,JUBBAH,SD,SA,NA,NA,28033,40950,9450,20020518,20040816
403660,99999,LISS,SD,SA,NA,NA,31233,38200,8430,19770926,20071130
403670,99999,QIBAH,SD,SA,NA,NA,27400,44317,4760,20010709,20130216
403680,99999,TAWQAH,SD,SA,NA,NA,31217,39267,9480,19780205,20030527
403690,99999,HAQL,SD,SA,NA,NA,29500,35000,20,20011030,20020929
403700,99999,MASHTHOBAH,SD,SA,NA,NA,27350,45017,2440,NA,NA
403710,99999,TOBAGE,SD,SA,NA,NA,29667,38717,10160,20010716,20020204
403720,99999,MAARIK,SD,SA,NA,NA,30533,38900,8130,19490101,19870116
403724,99999,KUWAIT_MET-LOC_UNKN,KW,KU,NA,OKAM,NA,NA,NA,19810220,19820302
403730,99999,AL-QAISUMAH,SD,SA,NA,OEPA,28317,46133,3580,19510406,20130705
403740,99999,AL-MUWAYLAH,SD,SA,NA,NA,27700,35483,260,19910606,20030621
403750,99999,TABUK,SD,SA,NA,OETB,28383,36600,7680,19730101,20130705
403760,99999,TAYMA,SD,SA,NA,NA,27600,38567,8600,19910408,20010109
403770,99999,HAFR_AL-BATIN,SD,SA,NA,OEKK,27917,45517,4140,19780512,20130705
403780,99999,BUBIYAN,KW,KU,NA,NA,29783,48367,30,19770215,20030519
403790,99999,AL-SALMI,KW,KU,NA,NA,29117,46667,2900,19761218,19821012
403800,99999,AL-KHAFJI,SD,SA,NA,NA,28400,48500,80,19771201,20111010
403810,99999,AL-HOAGE,SD,SA,NA,NA,28883,38900,8840,NA,NA
403820,99999,AL-NWAISEEB,KW,KU,NA,NA,28500,48467,30,19770728,19780702
403860,99999,AL-HULAIFAH,SD,SA,NA,NA,26000,40817,9760,NA,NA
