site,date,users,perc_new_sessions,sessions,avg_session_duration,pageviews,pages_per_session,perc_bounce_rate
machinegurning.com,2015-08-09T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-10T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-11T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-12T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-13T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-14T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-15T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-16T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-17T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-18T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-19T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-20T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-21T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-22T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-23T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-24T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-25T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-26T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-27T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-28T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-29T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-30T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-08-31T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-01T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-02T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-03T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-04T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-05T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-06T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-07T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-08T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-09T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-10T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-11T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-12T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-13T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-14T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-15T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-16T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-17T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-18T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-19T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-20T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-21T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-22T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-23T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-24T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-25T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-26T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-27T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-28T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-29T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-09-30T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-01T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-02T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-03T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-04T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-05T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-06T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-07T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-08T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-09T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-10T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-11T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-12T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-13T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-14T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-15T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-16T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-17T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-18T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-19T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-20T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-21T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-22T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-23T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-24T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-25T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-26T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-27T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-28T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-29T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-30T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-10-31T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-01T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-02T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-03T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-04T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-05T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-06T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-07T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-08T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-09T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-10T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-11T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-12T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-13T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-14T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-15T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-16T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-17T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-18T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-19T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-20T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-21T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-22T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-23T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-24T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-25T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-26T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-27T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-28T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-29T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-11-30T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-01T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-02T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-03T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-04T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-05T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-06T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-07T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-08T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-09T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-10T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-11T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-12T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-13T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-14T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-15T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-16T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-17T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-18T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-19T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-20T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-21T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-22T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-23T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-24T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-25T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-26T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-27T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-28T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-29T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-30T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2015-12-31T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-01T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-02T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-03T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-04T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-05T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-06T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-07T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-08T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-09T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-10T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-11T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-12T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-13T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-14T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-15T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-16T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-17T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-18T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-19T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-20T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-21T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-22T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-23T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-24T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-25T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-26T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-27T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-28T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-29T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-30T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-01-31T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-01T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-02T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-03T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-04T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-05T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-06T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-07T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-08T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-09T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-10T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-11T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-12T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-13T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-14T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-15T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-16T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-17T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-18T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-19T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-20T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-21T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-22T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-23T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-24T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-25T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-26T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-02-27T00:00:00Z,2,66.67,3,208,35,11.67,33.33
machinegurning.com,2016-02-28T00:00:00Z,1,0,1,2190,45,45,0
machinegurning.com,2016-02-29T00:00:00Z,4,42.86,7,38,24,3.43,42.86
machinegurning.com,2016-03-01T00:00:00Z,7,44.44,9,318,35,3.89,11.11
machinegurning.com,2016-03-02T00:00:00Z,1,100,1,26,2,2,0
machinegurning.com,2016-03-03T00:00:00Z,3,66.67,3,0,3,1,100
machinegurning.com,2016-03-04T00:00:00Z,3,25,4,2,5,1.25,75
machinegurning.com,2016-03-05T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-03-06T00:00:00Z,2,50,2,1308,4,2,0
machinegurning.com,2016-03-07T00:00:00Z,1,100,1,0,1,1,100
machinegurning.com,2016-03-08T00:00:00Z,1,0,1,3,2,2,0
machinegurning.com,2016-03-09T00:00:00Z,4,40,5,473,40,8,40
machinegurning.com,2016-03-10T00:00:00Z,2,0,2,549,34,17,0
machinegurning.com,2016-03-11T00:00:00Z,1,100,1,0,1,1,100
machinegurning.com,2016-03-12T00:00:00Z,1,0,8,1486,158,19.75,12.5
machinegurning.com,2016-03-13T00:00:00Z,6,11.11,18,1013,282,15.67,16.67
machinegurning.com,2016-03-14T00:00:00Z,8,30.77,13,120,80,6.15,38.46
machinegurning.com,2016-03-15T00:00:00Z,8,38.46,13,76,62,4.77,15.38
machinegurning.com,2016-03-16T00:00:00Z,9,46.67,15,516,138,9.2,26.67
machinegurning.com,2016-03-17T00:00:00Z,7,45.45,11,390,78,7.09,27.27
machinegurning.com,2016-03-18T00:00:00Z,4,75,4,34,14,3.5,25
machinegurning.com,2016-03-19T00:00:00Z,2,50,2,107,8,4,50
machinegurning.com,2016-03-20T00:00:00Z,2,100,2,6,3,1.5,50
machinegurning.com,2016-03-21T00:00:00Z,5,25,8,1045,70,8.75,12.5
machinegurning.com,2016-03-22T00:00:00Z,7,14.29,14,506,171,12.21,28.57
machinegurning.com,2016-03-23T00:00:00Z,5,42.86,7,210,52,7.43,28.57
machinegurning.com,2016-03-24T00:00:00Z,7,20,10,662,45,4.5,30
machinegurning.com,2016-03-25T00:00:00Z,3,0,3,31,9,3,0
machinegurning.com,2016-03-26T00:00:00Z,1,100,1,0,1,1,100
machinegurning.com,2016-03-27T00:00:00Z,0,0,0,0,0,0,0
machinegurning.com,2016-03-28T00:00:00Z,3,16.67,6,899,39,6.5,16.67
machinegurning.com,2016-03-29T00:00:00Z,4,50,6,19,20,3.33,50
machinegurning.com,2016-03-30T00:00:00Z,6,57.14,7,162,19,2.71,42.86
machinegurning.com,2016-03-31T00:00:00Z,1,0,1,0,2,2,0
machinegurning.com,2016-04-01T00:00:00Z,5,80,5,244,22,4.4,40
machinegurning.com,2016-04-02T00:00:00Z,278,92.57,296,52,389,1.31,84.46
machinegurning.com,2016-04-03T00:00:00Z,78,62.63,99,124,150,1.52,77.78
machinegurning.com,2016-04-04T00:00:00Z,37,60,50,56,65,1.3,80
